Class,milestone,date
infraestructura-virtual/IV16-17, 0, Thu Oct 6 03:06:41 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 09:19:04 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 09:19:04 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 09:21:11 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 09:36:35 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 09:42:34 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 09:58:23 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 10:03:09 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 10:24:43 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 10:25:34 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 11:20:22 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 11:28:43 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 11:29:58 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 12:04:22 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 12:07:53 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 18:09:47 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 20:39:44 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 6 22:45:27 2016 +0200
infraestructura-virtual/IV16-17, 0, Fri Oct 7 08:14:08 2016 +0200
infraestructura-virtual/IV16-17, 0, Fri Oct 7 08:15:00 2016 +0200
infraestructura-virtual/IV16-17, 0, Sat Oct 8 09:31:45 2016 +0200
infraestructura-virtual/IV16-17, 0, Sat Oct 8 09:00:28 2016 +0200
infraestructura-virtual/IV16-17, 0, Sat Oct 8 13:37:17 2016 +0200
infraestructura-virtual/IV16-17, 0, Sat Oct 8 14:43:01 2016 +0200
infraestructura-virtual/IV16-17, 0, Sun Oct 9 15:37:26 2016 +0200
infraestructura-virtual/IV16-17, 0, Sun Oct 9 19:59:53 2016 +0200
infraestructura-virtual/IV16-17, 0, Sun Oct 9 20:33:02 2016 +0200
infraestructura-virtual/IV16-17, 0, Mon Oct 10 08:32:14 2016 +0200
infraestructura-virtual/IV16-17, 0, Wed Oct 12 08:42:15 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 13 11:12:59 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 13 11:14:43 2016 +0200
infraestructura-virtual/IV16-17, 0, Fri Oct 14 08:24:35 2016 +0200
infraestructura-virtual/IV16-17, 0, Fri Oct 14 13:48:11 2016 +0200
infraestructura-virtual/IV16-17, 0, Fri Oct 14 13:49:52 2016 +0200
infraestructura-virtual/IV16-17, 0, Fri Oct 14 13:55:20 2016 +0200
infraestructura-virtual/IV16-17, 0, Wed Oct 19 12:47:31 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 20 00:46:09 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 20 17:20:58 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 20 17:22:43 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 20 18:33:49 2016 +0200
infraestructura-virtual/IV16-17, 0, Sun Oct 23 00:40:16 2016 +0200
infraestructura-virtual/IV16-17, 0, Thu Oct 27 08:56:34 2016 +0200
infraestructura-virtual/IV16-17, 0, Tue Nov 1 13:18:12 2016 +0100
infraestructura-virtual/IV16-17, 1, Thu Sep 29 12:36:10 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Sep 30 07:50:42 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Sep 30 12:18:05 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Sep 30 15:49:53 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Sep 30 16:54:10 2016 +0200
infraestructura-virtual/IV16-17, 1, Tue Oct 4 23:29:30 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 00:05:10 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 09:09:47 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 10:53:36 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 11:12:02 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 11:16:22 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 11:18:53 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 12:12:37 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 16:35:37 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 17:13:42 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 18:52:16 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 20:38:42 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 21:10:48 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 21:13:54 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 21:16:51 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 21:42:30 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 21:46:19 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 5 21:58:02 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 00:35:55 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 00:37:12 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 00:45:19 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 00:46:34 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 01:42:55 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 02:43:14 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 03:32:14 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 07:26:52 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:03:56 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:05:16 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:05:51 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:06:42 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:08:44 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:08:53 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:10:54 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:11:53 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:14:57 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:19:04 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:19:04 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:19:19 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:19:25 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:20:06 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:21:00 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:21:11 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:21:15 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:21:27 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:22:15 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:23:35 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:23:40 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:24:44 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:26:43 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:26:47 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:27:00 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:27:34 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:31:11 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:32:17 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:32:30 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:36:35 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:38:32 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:41:50 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 09:51:01 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 03:55:39 2016 -0400
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:08:51 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:09:10 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:11:02 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:12:30 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:14:26 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:14:40 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:15:04 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:18:06 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:18:27 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:19:56 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:20:19 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:21:50 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:23:40 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:25:34 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:29:08 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 10:44:04 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:04:45 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:05:24 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:12:10 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:12:22 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:13:02 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:13:29 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:17:17 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:17:19 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:20:22 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:22:06 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:23:02 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:24:35 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:27:51 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:29:08 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:29:33 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:29:58 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:33:46 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:34:59 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:36:17 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:37:32 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:41:49 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:41:53 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:47:23 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:50:37 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 11:57:19 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 12:04:41 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 12:07:53 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 12:13:10 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 12:16:29 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 18:38:01 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 18:41:10 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 18:44:32 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 18:49:19 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 20:09:19 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 20:41:40 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 22:43:11 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 6 22:57:43 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 7 02:02:58 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 7 08:13:09 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 7 08:14:38 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 7 08:15:00 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 7 10:08:06 2016 +0200
infraestructura-virtual/IV16-17, 1, Sat Oct 8 16:15:22 2016 +0200
infraestructura-virtual/IV16-17, 1, Sat Oct 8 21:09:18 2016 +0200
infraestructura-virtual/IV16-17, 1, Sat Oct 8 21:11:21 2016 +0200
infraestructura-virtual/IV16-17, 1, Sun Oct 9 21:09:13 2016 +0200
infraestructura-virtual/IV16-17, 1, Sun Oct 9 23:37:49 2016 +0200
infraestructura-virtual/IV16-17, 1, Mon Oct 10 08:34:57 2016 +0200
infraestructura-virtual/IV16-17, 1, Tue Oct 11 11:43:54 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 12 19:28:49 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 12 21:13:47 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 12 23:39:36 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 00:04:12 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 08:23:58 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 09:27:33 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 09:43:10 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 10:15:51 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 10:20:46 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 10:33:37 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 10:41:41 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 10:43:02 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 10:43:45 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 11:10:08 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 11:15:27 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 11:23:34 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 11:30:14 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 11:30:25 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 11:37:52 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 11:45:17 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 12:06:26 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 13:44:24 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 15:49:46 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 19:44:00 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 19:55:44 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 19:59:29 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 13 20:40:29 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 08:23:32 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 08:24:35 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 08:28:42 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 08:31:05 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 09:00:23 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 09:05:34 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 09:06:58 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 09:11:54 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 09:25:17 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 10:31:27 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 10:35:09 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 13:48:11 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 13:49:52 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 13:52:15 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 13:55:20 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 18:05:45 2016 +0200
infraestructura-virtual/IV16-17, 1, Fri Oct 14 19:41:49 2016 +0200
infraestructura-virtual/IV16-17, 1, Mon Oct 17 01:58:15 2016 +0200
infraestructura-virtual/IV16-17, 1, Mon Oct 17 18:56:29 2016 +0200
infraestructura-virtual/IV16-17, 1, Tue Oct 18 22:28:54 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 09:34:25 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 09:38:25 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 09:52:07 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 09:52:28 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 11:01:50 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 11:04:43 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 12:16:06 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 12:44:30 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Oct 19 12:50:29 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 20 12:26:49 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 20 15:26:30 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 20 17:37:00 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 20 17:37:52 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 20 18:31:56 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 20 18:33:02 2016 +0200
infraestructura-virtual/IV16-17, 1, Sat Oct 22 03:26:42 2016 +0200
infraestructura-virtual/IV16-17, 1, Sun Oct 23 20:15:14 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 27 08:56:34 2016 +0200
infraestructura-virtual/IV16-17, 1, Thu Oct 27 09:13:58 2016 +0200
infraestructura-virtual/IV16-17, 1, Wed Nov 2 17:10:05 2016 +0100
infraestructura-virtual/IV16-17, 1, Sat Jan 7 19:59:52 2017 +0100
infraestructura-virtual/IV16-17, 1, Sat Jan 7 20:27:23 2017 +0100
infraestructura-virtual/IV16-17, 1, Sat Jan 7 20:30:27 2017 +0100
infraestructura-virtual/IV16-17, 1, Thu Jan 26 19:47:33 2017 +0100
infraestructura-virtual/IV16-17, 2, Wed Oct 12 08:43:49 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 20 09:42:57 2016 +0200
infraestructura-virtual/IV16-17, 2, Sun Oct 23 20:47:53 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 09:41:02 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 09:42:50 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 10:38:39 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 14:21:10 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 16:20:45 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 16:22:07 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 17:49:49 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 21:17:45 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 22:40:39 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 23:40:51 2016 +0200
infraestructura-virtual/IV16-17, 2, Wed Oct 26 23:51:27 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 00:19:00 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 04:07:32 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 09:18:45 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 09:47:47 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 10:33:30 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 11:37:50 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 11:38:00 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 11:39:11 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 11:40:03 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 11:40:53 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 11:52:20 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 11:55:47 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 11:55:58 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 06:18:34 2016 -0400
infraestructura-virtual/IV16-17, 2, Thu Oct 27 12:21:21 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 13:53:04 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 14:42:18 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 19:14:13 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 22:13:20 2016 +0200
infraestructura-virtual/IV16-17, 2, Thu Oct 27 23:48:25 2016 +0200
infraestructura-virtual/IV16-17, 2, Fri Oct 28 09:24:38 2016 +0200
infraestructura-virtual/IV16-17, 2, Fri Oct 28 12:38:50 2016 +0200
infraestructura-virtual/IV16-17, 2, Fri Oct 28 18:39:10 2016 +0200
infraestructura-virtual/IV16-17, 2, Sat Oct 29 18:17:49 2016 +0200
infraestructura-virtual/IV16-17, 2, Sun Oct 30 09:22:11 2016 +0100
infraestructura-virtual/IV16-17, 2, Sun Oct 30 14:36:09 2016 +0100
infraestructura-virtual/IV16-17, 2, Mon Oct 31 03:09:30 2016 +0100
infraestructura-virtual/IV16-17, 2, Wed Nov 2 16:13:14 2016 +0100
infraestructura-virtual/IV16-17, 2, Wed Nov 9 23:38:06 2016 +0100
infraestructura-virtual/IV16-17, 2, Thu Nov 10 11:43:17 2016 +0100
infraestructura-virtual/IV16-17, 2, Fri Nov 11 02:01:33 2016 +0100
infraestructura-virtual/IV16-17, 2, Fri Nov 11 13:42:21 2016 +0100
infraestructura-virtual/IV16-17, 2, Fri Nov 11 13:48:35 2016 +0100
infraestructura-virtual/IV16-17, 2, Fri Nov 11 13:50:09 2016 +0100
infraestructura-virtual/IV16-17, 2, Sun Nov 13 19:37:27 2016 +0100
infraestructura-virtual/IV16-17, 2, Tue Nov 15 09:44:01 2016 +0100
infraestructura-virtual/IV16-17, 2, Tue Nov 15 20:32:03 2016 +0100
infraestructura-virtual/IV16-17, 2, Sun Nov 27 18:43:44 2016 +0100
infraestructura-virtual/IV16-17, 2, Thu Jan 26 19:47:33 2017 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 11:04:46 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 15:31:45 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 15:36:16 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 16:16:09 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 16:56:18 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 18:35:32 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 20:06:44 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 20:23:59 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 23:21:33 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 9 23:49:39 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 00:54:51 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 01:11:35 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 01:49:59 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 02:10:34 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 02:10:51 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 11:16:02 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 12:25:28 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 16:55:24 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 17:32:01 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 17:35:33 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 17:42:22 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 17:45:31 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 17:47:32 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 17:48:49 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 18:01:32 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 18:05:07 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 18:13:58 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 10 23:17:53 2016 +0100
infraestructura-virtual/IV16-17, 3, Fri Nov 11 13:44:41 2016 +0100
infraestructura-virtual/IV16-17, 3, Sun Nov 13 15:56:03 2016 +0100
infraestructura-virtual/IV16-17, 3, Mon Nov 14 21:28:25 2016 +0100
infraestructura-virtual/IV16-17, 3, Tue Nov 15 01:57:54 2016 +0100
infraestructura-virtual/IV16-17, 3, Tue Nov 15 02:32:27 2016 +0100
infraestructura-virtual/IV16-17, 3, Tue Nov 15 08:30:00 2016 +0100
infraestructura-virtual/IV16-17, 3, Tue Nov 15 08:30:56 2016 +0100
infraestructura-virtual/IV16-17, 3, Tue Nov 15 10:19:33 2016 +0100
infraestructura-virtual/IV16-17, 3, Tue Nov 15 21:49:32 2016 +0100
infraestructura-virtual/IV16-17, 3, Wed Nov 16 17:04:04 2016 +0100
infraestructura-virtual/IV16-17, 3, Thu Nov 17 10:27:18 2016 +0100
infraestructura-virtual/IV16-17, 3, Sun Nov 20 11:57:38 2016 +0100
infraestructura-virtual/IV16-17, 3, Sun Nov 20 15:53:35 2016 +0100
infraestructura-virtual/IV16-17, 3, Sun Nov 20 23:30:23 2016 +0100
infraestructura-virtual/IV16-17, 3, Mon Nov 21 09:18:58 2016 +0100
infraestructura-virtual/IV16-17, 3, Mon Nov 21 11:10:31 2016 +0100
